category,image_id,filename,class_label,behavior_description,severity_level,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,timestamp
eyes_closed,167f390c-264c-4a28-864f-b434c327a4b9,KYtQXqxJ6T,5,,4,1,1,1,1,2025-02-19T09:50:30.805Z
drowsy_eyes,97d3e42e-479e-4872-8ba4-9045bd688d03,SBOT13dGHj,2,,4,1,1,1,1,2025-07-16T18:17:03.348Z
yawning,2fe6392f-850b-4b59-9a63-09592bce12a1,MK95BvWLiQ,3,,4,1,1,1,1,2025-08-04T03:32:24.978Z
phone_use,eb6b3dc7-9b80-4d40-8b6a-74070d5bad4d,Z7pQWv20lc,8,,5,1,1,1,1,2025-08-31T00:34:28.763Z
phone_scroll,081da26d-1ba0-4307-bac5-6c8fabf0189a,zPiJNGIIC9,8,,2,1,1,1,1,2026-01-03T00:00:18.720Z
drinking,ebca105f-9edb-4b06-aebe-98f99c9ad4fa,eC1QQskLzj,8,,2,1,1,1,1,2025-11-03T03:41:30.158Z
head_turned,a6ce9361-5977-4a1b-9cc4-875ca0b8d38c,CAc0K3ObSp,2,,3,1,1,1,1,2025-07-28T17:36:10.844Z
no_seatbelt,7be6021e-d98f-4ac9-91ac-9a710cdc6398,cr8CB9HhiQ,5,,4,1,1,1,1,2025-07-23T01:10:56.199Z
normal_driving,7c04fd93-7d81-4c33-bf2a-a2b7fe64c358,iGmr1hZXOk,7,,4,1,1,1,1,2025-03-07T13:40:17.942Z
eyes_closed,3ef233a0-85e2-46fe-8972-fd31366ebbcb,m1z9xH9JiO,6,,2,1,1,1,1,2025-11-12T20:19:06.377Z
drowsy_eyes,dc570599-d428-4866-b76b-b830325c98de,HoCRGz6waj,8,,5,1,1,1,1,2025-10-31T21:57:43.623Z
yawning,b774aeee-3ef5-40b9-a362-83e826d2d98e,1hNQyPq6ss,7,,4,1,1,1,1,2025-03-18T19:23:55.376Z
phone_use,05feb321-4da4-4ed6-afac-f8172f0386da,uK7IMTdTR3,2,,5,1,1,1,1,2025-12-22T15:04:11.357Z
phone_scroll,4e27dd62-8611-483f-9857-93176f0ab200,cVTpz1IPkT,2,,2,1,1,1,1,2025-05-04T00:49:43.844Z
drinking,4883d46c-0cb4-4046-8986-86262027ba7e,mwV404dVCR,6,,2,1,1,1,1,2025-03-14T02:46:42.813Z
head_turned,ecbc504f-e317-4f7c-bd3b-05d44cdc63ac,RqizD81yvB,4,,2,1,1,1,1,2025-05-21T11:41:44.589Z
no_seatbelt,966a1faa-88fe-4299-8acc-e62da558a0ad,3MzxtJi8Tb,8,,1,1,1,1,1,2025-05-14T17:52:33.302Z
normal_driving,81a2718d-0302-4015-918c-2bd54b06b2c7,jkGWBEqj6J,7,,1,1,1,1,1,2025-11-11T00:18:20.058Z
eyes_closed,dd3fcee5-d628-4ee0-b7a6-463dd6c4c792,6EYSU4WHrn,1,,2,1,1,1,1,2025-07-06T01:32:57.219Z
drowsy_eyes,b6634d1d-e17c-4a74-8352-c61ba3beac70,HoYPlinDaU,7,,2,1,1,1,1,2025-04-29T06:59:39.404Z
yawning,75e89e19-8c33-45b0-95dc-fff73c58c1d0,lUVLoKRHBd,8,,3,1,1,1,1,2026-01-13T06:41:19.471Z
phone_use,aa2ff22b-fcfc-4dd4-a8e0-eec1fcd5f26d,mli4eeH0tf,1,,4,1,1,1,1,2025-12-06T04:41:02.080Z
phone_scroll,80c6c332-9da7-4262-8b5c-69117f9f1038,NTRVfQNBIz,4,,5,1,1,1,1,2025-10-09T15:50:12.431Z
drinking,036e82d9-c52e-4e1d-8440-c1b6859e0836,xE5Nqbeg7M,8,,1,1,1,1,1,2026-01-02T12:50:19.605Z
head_turned,d9d2ff08-c25f-4401-88b5-e930b62b6002,p3qomvpcLQ,7,,2,1,1,1,1,2025-04-27T18:07:55.219Z
no_seatbelt,107338ed-330f-4a6e-a4c3-a610dfccf7e9,4wbHa1so4j,6,,1,1,1,1,1,2025-02-01T16:39:44.856Z
normal_driving,96317eee-25fb-4f88-aa65-9889d9cca885,dIwPlYDOjy,3,,5,1,1,1,1,2025-05-21T17:02:17.400Z
eyes_closed,3391db94-726f-40c4-9dd0-2ca6174c1f97,3k6A4ug50P,6,,2,1,1,1,1,2025-08-17T03:04:35.307Z
drowsy_eyes,e65dfb44-2440-466a-99f2-60f71598a145,tI3XiZzJ8u,4,,1,1,1,1,1,2026-01-15T05:12:33.936Z
yawning,c4f3132a-f6b0-44d0-a4b3-43f0be505962,QoqnXdnpow,3,,4,1,1,1,1,2025-05-06T03:24:30.793Z
phone_use,963cc745-1fbb-4f79-aec1-1cbf69250e73,IrIYlc0jJC,1,,3,1,1,1,1,2025-02-26T06:12:21.707Z
phone_scroll,a436e690-4883-46bf-9756-cce9a65d3d49,oYyzCUkdG4,2,,4,1,1,1,1,2025-11-03T09:34:30.536Z
drinking,21c9b9a2-6033-492e-ba1f-9cd59dc9cd72,WEa92cn096,8,,3,1,1,1,1,2025-06-16T06:31:03.210Z
head_turned,d617feda-54b2-4bf6-b13f-57e298ad4ad1,xy1qpNgO2N,7,,3,1,1,1,1,2025-02-18T20:43:00.525Z
no_seatbelt,de0631e5-196a-4d31-a5d1-c8563c61ae53,lDYt7GFodS,2,,3,1,1,1,1,2025-04-01T14:55:24.854Z
normal_driving,58cdc2cc-dd34-4df3-97e9-d5e0a5ec8f40,0gJqibbaAX,3,,4,1,1,1,1,2025-06-15T18:31:18.233Z
eyes_closed,e2b7368f-0345-4638-afad-0046412a66c5,JpGssZUyMC,5,,1,1,1,1,1,2025-04-22T17:37:57.024Z
drowsy_eyes,73b0b33f-f467-4939-8dcd-b0ce36c15cc3,ELkfrvf8Yp,1,,5,1,1,1,1,2025-07-01T01:00:36.741Z
yawning,e5ee2a2c-09a4-4b0d-a2b8-1e76b2087ac8,X1Zyzd6Pxf,7,,1,1,1,1,1,2025-03-27T14:06:09.238Z
phone_use,aecd4244-a53f-49f1-96a8-b9f61d8e4cf9,vuKOtDwk3i,7,,3,1,1,1,1,2025-10-29T21:14:52.596Z
phone_scroll,e6e2f950-711a-4c1c-bd70-eabf380c0aaf,JySodEWfug,6,,4,1,1,1,1,2025-10-08T12:35:04.924Z
drinking,dbe6a1c5-1484-4bcb-9bb6-ee15a4bd196b,apLWJxA34q,4,,4,1,1,1,1,2025-12-31T15:45:26.071Z
head_turned,219511d5-df6a-46d2-9a92-9ae2bce88c2d,rFqfEJjhT5,4,,3,1,1,1,1,2025-04-11T22:14:28.762Z
no_seatbelt,35e47c2a-df6d-44e2-b780-b4a2c76f3023,MClGqmSPWa,7,,5,1,1,1,1,2025-04-19T21:07:19.925Z
normal_driving,ba6d9403-6ebf-4654-bf66-18421d1770f8,UoiZdhWoyy,8,,2,1,1,1,1,2025-05-23T15:25:24.173Z
eyes_closed,eb562af5-3cfd-4bb6-8ff9-0ac6c094306b,1A9QMiYJeh,3,,3,1,1,1,1,2025-03-09T02:10:35.619Z
drowsy_eyes,eae75561-376e-48d9-8412-412a977466c0,ywaD4RtIij,2,,4,1,1,1,1,2025-07-08T15:53:31.345Z
yawning,08d28b46-2b0c-4fe8-8cb2-615930f7dbbb,b0aMCwxBnb,3,,5,1,1,1,1,2025-03-13T21:04:24.080Z
phone_use,d8a43c31-d0f0-4d15-b832-37d457929abd,4mwEbX6qn9,2,,5,1,1,1,1,2025-06-22T12:56:20.100Z
phone_scroll,7518e68a-43e9-4d06-a31c-15eb8a612acd,8fqzIFd939,2,,5,1,1,1,1,2025-10-14T06:00:19.179Z
drinking,94eb6e77-7a50-418c-a0e4-0cb3b0bab066,SW4fgMDfxb,8,,5,1,1,1,1,2025-10-17T23:22:29.681Z
head_turned,25f835c6-03ab-46b0-9f8e-54d4d782da89,7ryS9jFR9J,5,,3,1,1,1,1,2025-07-16T06:35:23.571Z
no_seatbelt,cea2b33c-d4c1-40e7-a9e5-c75b59b40506,Ex4Bzru4tZ,7,,5,1,1,1,1,2025-10-04T02:31:42.160Z
normal_driving,4dbbd0a5-bff8-4731-be58-8b742d99ba2c,zsLfbdaOEf,3,,1,1,1,1,1,2025-06-30T15:43:13.011Z
eyes_closed,d67f3d67-dc8e-4415-b567-9602e8968228,0iOySyuOES,6,,1,1,1,1,1,2025-02-13T18:35:03.858Z
drowsy_eyes,e6baa648-07c5-4901-9445-2ee8fa9c03b1,gm8bAZGhUX,4,,2,1,1,1,1,2025-04-19T21:54:08.523Z
yawning,44aac931-b916-48ce-80ed-32bfa276a04d,nseVPQG8TU,2,,4,1,1,1,1,2025-03-31T21:33:32.634Z
phone_use,b7c4a986-7e7f-48f2-a304-6ed4d864c659,cSaHQiuU3z,5,,1,1,1,1,1,2025-08-29T19:49:49.479Z
phone_scroll,971c38df-2c2f-4f97-ad59-bf4a542c5a44,oOVTySFdql,8,,2,1,1,1,1,2025-12-31T20:42:07.034Z
drinking,a33b07a5-cca5-4b31-99cb-273c5a6bb9e4,KYa13OZp3W,3,,1,1,1,1,1,2025-09-16T09:25:42.335Z
head_turned,03b4cc16-af07-499e-9970-e73fb667ee89,f1m4UczGIZ,6,,4,1,1,1,1,2025-06-06T05:59:33.309Z
no_seatbelt,6ec50bc5-9e92-46f4-9ac0-6f568e55ed95,m3MPrFyQf3,8,,1,1,1,1,1,2025-05-21T13:44:41.544Z
normal_driving,d556dc0e-b540-4a03-a6ea-3f8b20a590d6,z4QYqRiujE,7,,5,1,1,1,1,2025-03-27T16:37:50.369Z
eyes_closed,2287cc74-dbdd-4cc3-ba5f-1fc5b40ac421,4qiR8muC6u,8,,5,1,1,1,1,2025-06-15T01:00:48.797Z
drowsy_eyes,406ec299-bc83-4116-b199-da1f156e525b,4qupsDGNQY,7,,5,1,1,1,1,2025-10-31T11:55:24.093Z
yawning,eaa64297-7d10-4a0e-8dd6-1ebfe39d4fbf,yPW5kX4mdD,6,,3,1,1,1,1,2025-09-05T05:08:38.446Z
phone_use,5f2588c7-2137-45e4-8887-3e52a76cb2d7,jG8rGIyk85,6,,5,1,1,1,1,2025-05-03T03:39:25.469Z
phone_scroll,6e365b77-52ba-4ea9-be4b-2d889244e686,kvJzSbfkLu,7,,3,1,1,1,1,2025-02-05T11:57:46.554Z
drinking,472fc17b-ac9f-44bf-912c-05f03adec1c3,4NHJnl7q4D,8,,3,1,1,1,1,2025-02-16T06:00:38.773Z
head_turned,90bf94d4-6dd9-4bca-8ab3-14996ba974fd,5SpOwEajNk,4,,1,1,1,1,1,2026-01-09T02:06:14.831Z
no_seatbelt,6a2e4cb3-f6ba-4dcb-bc61-546ac510d1fe,lNDdKookCr,8,,4,1,1,1,1,2025-04-06T16:03:18.996Z
normal_driving,f026c6ea-3e28-49a0-98fb-82e435fd07a4,yutcHuNdM8,2,,4,1,1,1,1,2025-10-19T01:30:18.633Z
eyes_closed,8a712341-7059-4374-91b3-57881e901ccd,DPtdf1Q4wL,1,,4,1,1,1,1,2025-12-27T19:47:18.537Z
drowsy_eyes,c4ea095f-56a0-46c6-8abc-1df3ece05336,yZOs7wQd4f,7,,2,1,1,1,1,2025-10-14T17:11:35.619Z
yawning,67d15815-ca06-47d5-aa3c-868a37f63943,WbDQTvDpRv,8,,5,1,1,1,1,2025-12-23T17:29:51.779Z
phone_use,b3be2bb6-0f86-4d30-bfc7-5fb35c143a10,1x09vLGAnu,2,,1,1,1,1,1,2025-04-25T18:02:04.709Z
phone_scroll,63f3ab76-1708-4a76-926b-8e9be53a5492,GtDGRYDsYM,5,,5,1,1,1,1,2025-08-21T23:05:24.752Z
drinking,250e0bb8-bcad-4d31-b3e8-630b930565b2,bDDI1z1Frx,7,,4,1,1,1,1,2025-02-19T13:32:43.447Z
head_turned,320eb23e-2abf-498a-a0fd-8ff907e91b0a,x6JFO48idk,8,,1,1,1,1,1,2025-05-11T06:25:09.213Z
no_seatbelt,9e207d0b-be7a-4a75-9df8-73a0d10d19f6,7Msf3E4r2F,1,,4,1,1,1,1,2026-01-12T08:04:45.570Z
normal_driving,31c2ccdc-f0a9-4d35-a8b5-6bc01e1e1b45,XHWx2A2G3x,6,,1,1,1,1,1,2025-10-17T00:30:51.022Z
eyes_closed,4470c6f7-1476-46ff-91ce-9b6d2241dd70,loFsMi69vH,3,,1,1,1,1,1,2025-06-02T10:15:18.823Z
drowsy_eyes,d76a1048-03c2-40fd-8731-eb8da0b38772,cteq8fGXcI,8,,5,1,1,1,1,2025-07-04T19:43:56.225Z
yawning,0eb9ee9b-b2cf-46cb-818b-e90cf310ad8d,veSPTctbFQ,1,,5,1,1,1,1,2025-09-12T20:11:32.650Z
phone_use,da2294fc-b398-4fca-835d-3563a7d33980,fDBI6ZOIe9,4,,5,1,1,1,1,2025-11-16T04:30:01.650Z
phone_scroll,9b0d9b6a-5aa7-46f9-80ae-4e5c3936d7ee,5Ei4HXOdRk,3,,4,1,1,1,1,2025-12-27T13:46:09.601Z
drinking,a9467239-acef-4902-a9cd-1247a78010fc,RvMPCXc7oa,7,,2,1,1,1,1,2025-08-03T16:39:17.387Z
head_turned,1640a71e-d7cb-47c3-8815-f058ec38e764,wAWT1Ic5mb,8,,3,1,1,1,1,2025-12-14T23:53:23.215Z
no_seatbelt,3e4dbcb7-091d-49b6-af72-f9b4c053ff74,T9Diu29o0T,2,,3,1,1,1,1,2025-05-04T07:11:54.642Z
normal_driving,96948230-9c35-4a34-9b0c-ce658909a657,SoatqXdRxQ,7,,1,1,1,1,1,2025-10-19T08:09:54.979Z
eyes_closed,9e5b654f-74ec-4ff0-9385-ae956e544f7f,y6onApkmTj,2,,1,1,1,1,1,2025-10-18T02:35:02.460Z
drowsy_eyes,77fc5c1b-326c-49f2-a14c-4f814cafc9d9,eAUBgamAcB,7,,1,1,1,1,1,2025-04-30T10:49:37.740Z
yawning,5a8f8abc-f2cb-4fb3-a228-2eaa1332a2ca,K5TFJbadge,5,,1,1,1,1,1,2025-12-28T05:45:59.746Z
phone_use,1d9ffa83-3ae7-4cc7-aa50-8d21c5a04baf,8EKBRXmswe,5,,4,1,1,1,1,2025-02-16T15:11:48.071Z
phone_scroll,18a99228-3fd4-4cf3-a6e2-1de0c410907f,sMOPYJpHXm,1,,1,1,1,1,1,2025-05-12T04:25:51.434Z
drinking,11d2972c-cf42-4a88-843f-f12a286dd4c3,cFmJ7H3IOh,7,,4,1,1,1,1,2025-02-26T14:47:53.817Z
head_turned,2332c687-6a27-4bfd-a9e3-f39c856f1f15,mx7MzBcEGF,2,,1,1,1,1,1,2025-12-08T15:46:36.564Z
no_seatbelt,c3896442-792c-4646-baa6-923a3b4c6638,DBwHcagCA1,5,,5,1,1,1,1,2025-04-02T14:38:05.216Z
normal_driving,89a5ef0d-1c0e-4ab6-b4c5-893e655b2888,Q4hRHgNmYV,3,,3,1,1,1,1,2025-06-30T17:04:08.616Z
eyes_closed,d6fa9098-d302-4246-ae3c-4b479588977c,HOCgdKDgav,2,,4,1,1,1,1,2025-12-21T05:25:26.407Z
drowsy_eyes,e1c3cb99-0fe8-4b1f-b987-5550c8fab503,A4yJ2gWcvB,6,,1,1,1,1,1,2025-12-12T19:16:08.383Z
yawning,bbea937d-59c8-4582-83a6-deded6901660,h4wKmntF4u,2,,2,1,1,1,1,2025-12-14T21:00:38.689Z
phone_use,df5e1f24-4bf4-4d2b-91d9-978fdaa68f89,u4rStsCF9k,2,,2,1,1,1,1,2025-04-12T23:16:48.608Z
phone_scroll,7dd6c506-41b7-45a2-9830-20b0a4e7c412,cRXex57QLV,4,,2,1,1,1,1,2025-05-15T01:16:38.467Z
drinking,7012ff28-82e7-4bcf-9787-2f3fde463880,MTwJcEatE7,8,,3,1,1,1,1,2025-04-29T09:53:33.958Z
head_turned,a70c4f6e-6c28-496a-992d-f5b832603dd6,iNlGKieAiz,3,,3,1,1,1,1,2025-11-29T14:17:57.076Z
no_seatbelt,d434b625-194b-4fdc-8970-796da31fd1ad,YKzwJDhWfP,6,,1,1,1,1,1,2025-06-16T22:01:37.774Z
normal_driving,7a5b4e1e-1eb2-4712-88b6-a666ef0a08cc,eVqckanlc3,2,,4,1,1,1,1,2025-11-09T01:29:55.407Z
eyes_closed,90f049d4-2d1c-4e18-a875-db3a14615ca9,OwZPsMaDl5,7,,2,1,1,1,1,2025-12-13T01:50:44.499Z
drowsy_eyes,769ae6aa-a60e-4020-bd32-91c5c4f718b5,JGzUPGWH5R,8,,1,1,1,1,1,2025-12-28T17:37:12.213Z
yawning,0d16ee74-2dc4-4bf9-9332-161ba0dbbb4f,4kf3oDJ3lG,3,,4,1,1,1,1,2025-10-01T02:51:11.133Z
phone_use,3bb854e3-fad2-43bf-b0d9-a907326e064d,rEFIP1I35Y,6,,2,1,1,1,1,2025-11-27T08:05:22.847Z
phone_scroll,8fdb7698-4815-4437-acbf-aeb650e9eeec,pqrN0qe8Yd,8,,5,1,1,1,1,2025-02-19T09:30:41.314Z
drinking,d39251f8-2fe6-43db-a812-20762a138776,zcy1DKAQej,6,,3,1,1,1,1,2025-12-10T02:11:23.283Z
head_turned,bafa59ab-4512-4003-9b21-dc2453806831,fhUQbVlb37,2,,4,1,1,1,1,2025-04-24T19:09:55.998Z
no_seatbelt,236c5446-dcfc-4496-9bb9-b3b8b19df324,PYrKkclnAk,7,,3,1,1,1,1,2025-02-22T05:49:18.433Z
normal_driving,e8cfef75-3aa9-4472-81ad-fca4595d2286,YCIALjycwX,7,,4,1,1,1,1,2025-02-11T17:15:19.529Z
eyes_closed,f1233a89-fd2a-42bf-bce3-727e1e61a9fc,z2pCfXalK6,6,,1,1,1,1,1,2025-12-09T14:49:31.008Z
drowsy_eyes,6396d291-e780-4bc8-9d49-5f70b84c185b,kqUqMfKR9C,3,,5,1,1,1,1,2025-06-09T15:47:24.268Z
yawning,f7bd5ebb-43c6-4f38-82d1-d4b755f943a4,KlqLbHUdQ0,8,,5,1,1,1,1,2025-10-03T19:28:21.846Z
phone_use,ee61bdd8-b10e-43b8-b99a-f2d1ab22c185,xqOtU7OOGK,2,,2,1,1,1,1,2025-06-10T06:54:41.838Z
phone_scroll,a2555f68-fc58-4bce-a4e5-aafb4d48bc2e,0ngt6N3Mhe,2,,4,1,1,1,1,2025-03-06T01:48:19.242Z
drinking,3b969283-2af4-4f18-8ae1-66acc7c8de3d,Rth997NMMo,1,,1,1,1,1,1,2025-11-20T00:49:32.883Z
head_turned,d8b91d79-4af3-4376-8bee-e6c344fdf108,zZEOcUMVUm,1,,1,1,1,1,1,2025-11-05T15:37:07.590Z
no_seatbelt,835f6307-d4e6-4969-a3e2-8e1ef2684515,AdosM3HBGB,8,,3,1,1,1,1,2025-02-04T16:26:50.680Z
normal_driving,311452be-648e-47c2-84d8-d023df2bf384,8gH9mU5Gwk,2,,3,1,1,1,1,2025-04-04T09:51:46.394Z
eyes_closed,e6756537-156d-4fbe-9efd-169bdc599a44,sGIQ1bJ0Xh,7,,5,1,1,1,1,2025-05-14T19:01:02.708Z
drowsy_eyes,85277a82-b8ca-446e-8c12-04bf54941666,IsDPHjUJGu,7,,3,1,1,1,1,2025-12-02T13:17:21.442Z
yawning,c9ddb19f-0f10-4a90-ac8f-ae311372f6f4,u0hmCeNQga,7,,2,1,1,1,1,2025-06-04T02:37:26.265Z
phone_use,4232ccf1-c323-4e75-aa34-9e7564b7a319,im8cwBMS4p,7,,4,1,1,1,1,2025-06-10T01:10:10.248Z
phone_scroll,c04f5ffc-37b0-48a5-a814-d1f4058f990e,ShFGOI8Uyg,6,,4,1,1,1,1,2025-08-10T00:25:24.787Z
drinking,ae00910a-dee1-403d-90be-e061460df923,VofZ6zSqsJ,6,,3,1,1,1,1,2025-09-23T11:53:49.583Z
head_turned,fd013b27-8b79-4e7b-a381-4a118b7b4404,2CT3aBdoBU,3,,4,1,1,1,1,2025-02-24T03:03:04.375Z
no_seatbelt,e3879dc6-e72d-4f96-b92a-33910cd62d66,cX44A7hlFX,3,,1,1,1,1,1,2025-12-27T20:29:38.273Z
normal_driving,8bda9c21-da64-44ae-961c-4859925eab63,tBGtjsZhuq,1,,4,1,1,1,1,2025-01-31T14:43:59.748Z
eyes_closed,2ba23ee0-124d-4e94-b2b9-5eb7878d02b5,868QN3yEIf,4,,1,1,1,1,1,2025-10-29T08:20:39.856Z
drowsy_eyes,afda8d77-b4a7-445d-a6b1-e5f92584d04b,LNi3X0yYP3,3,,4,1,1,1,1,2025-12-14T11:52:02.595Z
yawning,ab152ab9-9aa1-45a7-8874-d78ba25f8fdd,0b6V77JSEs,3,,2,1,1,1,1,2025-04-17T10:58:51.638Z
phone_use,e50d75b7-a6b4-4029-8da2-9949a2d5e93a,04a9qh2SCp,4,,4,1,1,1,1,2025-08-11T04:46:32.908Z
phone_scroll,5a8c08ff-ae4c-4cf4-8925-638383c2f540,CGbFlrKSNk,4,,2,1,1,1,1,2025-12-26T20:20:10.078Z
drinking,950d34c7-1de5-4dfb-807d-38f9c809d4c9,DGHQqONcsG,7,,2,1,1,1,1,2026-01-01T16:21:24.465Z
head_turned,7e748cc9-50e2-4bc0-a20f-0f446ad0b4c8,H7ubpXHHqW,6,,1,1,1,1,1,2025-05-12T10:37:44.795Z
no_seatbelt,488b35a2-9c88-4c1d-993b-382b231594cd,ZW118HkgT7,5,,5,1,1,1,1,2025-08-11T20:03:16.361Z
normal_driving,7e57c6aa-65b7-4892-8972-78513dc6be12,HvUabSsGif,5,,1,1,1,1,1,2025-07-30T01:35:48.416Z
eyes_closed,48f79920-652b-4333-986b-938da2e43a8b,8GxDuWtrkm,8,,4,1,1,1,1,2025-12-11T15:39:16.524Z
drowsy_eyes,45cc44eb-445c-4cc0-add6-e42e50bc8081,biuau6ucsb,8,,4,1,1,1,1,2025-07-24T03:16:12.163Z
yawning,b7279568-ee2b-49e8-b02c-a3f4f98a9def,wWDVzSq68K,7,,1,1,1,1,1,2026-01-23T00:00:09.417Z
phone_use,98b65d83-2c2a-49fe-9748-943ac3733a13,NsuuGLVEDb,4,,2,1,1,1,1,2025-09-07T08:27:37.069Z
phone_scroll,7a44b30d-3afb-41d1-933c-1ab77e0b8a7f,ZIg4fCM5r9,4,,3,1,1,1,1,2025-06-21T10:36:50.047Z
drinking,0af1f89f-7508-444d-8693-d7786def26b1,VkVHlD96ZY,6,,1,1,1,1,1,2025-11-14T18:02:38.609Z
head_turned,4a78b03f-4e68-416b-9349-e023a7b100d8,tlIa22HBgY,7,,3,1,1,1,1,2025-08-12T17:42:37.293Z
no_seatbelt,e3452062-a551-4cc7-945c-3db69edac7e1,9XXxo9bEkc,8,,5,1,1,1,1,2025-04-28T04:28:32.162Z
normal_driving,4e00a491-3f92-4d25-8b9c-75cddf221684,ql4cSM36Vy,5,,3,1,1,1,1,2025-05-09T17:00:09.831Z
eyes_closed,64f4f9f8-49fe-4a1c-ba2f-4444a2f483d2,HEGiRRNqIa,6,,1,1,1,1,1,2025-05-22T06:06:53.298Z
drowsy_eyes,87513442-71c9-4541-9354-cb4e64d272d6,6FkIpgfi3K,1,,4,1,1,1,1,2025-04-30T08:13:42.808Z
yawning,12a9e8cd-7ebf-4fa8-a3f7-e779527e446b,gMDxAUaNAJ,6,,5,1,1,1,1,2025-11-11T23:35:56.147Z
phone_use,e84b18cf-b9f4-4cc0-8ee2-ec7b7e200eb8,CNUj14N0aK,8,,2,1,1,1,1,2025-04-21T22:34:33.686Z
phone_scroll,7e56dca4-71c5-486e-92ac-a1fde272b8ae,DHA57cCFGV,2,,3,1,1,1,1,2025-10-29T12:54:52.933Z
drinking,ffee9fb2-028e-4256-a24b-c4f14361f59c,wmbhAwYqwl,6,,5,1,1,1,1,2025-09-16T17:45:45.812Z
head_turned,54c3ce46-3928-4668-82e9-43f4719bfebb,vXoytgQf9i,6,,1,1,1,1,1,2026-01-06T02:16:58.203Z
no_seatbelt,63d9af20-6799-4226-9462-e95a71bc542e,ReZhW3sxdz,5,,1,1,1,1,1,2025-05-19T12:43:19.884Z
normal_driving,88440011-f098-41b7-94db-765b32dbac97,97ANF2O6gi,7,,2,1,1,1,1,2025-12-02T15:22:26.774Z
eyes_closed,854fa351-1edc-4855-897a-df9be2a00288,RxsK0F7IXG,7,,3,1,1,1,1,2025-09-11T00:40:38.348Z
drowsy_eyes,aa459380-6bb3-4763-9bdc-af5321aa8d9c,UOenWHW0Yr,1,,4,1,1,1,1,2025-06-14T18:17:57.538Z
yawning,63a8d06c-b093-4685-96e4-1cd7bc35ffd9,KB46pENACY,7,,4,1,1,1,1,2025-02-04T11:08:46.594Z
phone_use,73105dad-7b5c-43ef-8bfc-082e31d8f6fe,2aBDj1N400,8,,5,1,1,1,1,2025-06-15T19:01:59.401Z
phone_scroll,7de620d9-dc38-4bf1-bd1f-1d4c94cdf173,EJUyh4q1IK,1,,2,1,1,1,1,2026-01-15T03:01:54.250Z
drinking,2e9f3daa-3a87-406f-8a31-5bb5c6897b06,JEb4v7dZaV,4,,4,1,1,1,1,2025-06-27T00:26:26.595Z
head_turned,c5eb35e3-1ffe-4f4c-a878-a8666c09f193,HL4NrObxkv,5,,2,1,1,1,1,2025-01-27T09:13:00.981Z
no_seatbelt,955c5ab9-cd41-474b-ac99-74533d537882,JQQsIoCqhn,3,,5,1,1,1,1,2025-09-01T06:19:42.428Z
normal_driving,3294f7b1-b1cc-443a-ab3e-0e2165756154,OrLhzsgZfT,1,,2,1,1,1,1,2025-08-29T09:46:27.589Z
eyes_closed,eb302115-ed4f-4c74-a135-a19bc62c5216,DAAdNFzUeF,3,,4,1,1,1,1,2025-11-13T20:11:19.261Z
drowsy_eyes,6aea8678-7b67-4012-9a40-e92afe4c7516,k6hX3lJT9t,2,,4,1,1,1,1,2025-03-26T06:05:41.719Z
yawning,902a5994-f514-48db-8f6c-88d06d5edf77,Fi1x0VsKoF,5,,3,1,1,1,1,2025-05-13T17:14:34.862Z
phone_use,27b9c190-9202-45ed-9f42-90a4f5b16c1e,pzrWmwkNRm,6,,5,1,1,1,1,2025-10-21T22:53:39.593Z
phone_scroll,b6f06341-d797-476a-8e07-8bcf5255fdb3,Q94TCRJ2P3,4,,1,1,1,1,1,2025-07-02T14:59:23.220Z
drinking,f3e465a1-1f77-4a22-a4c2-f917b46fc349,zVnzblAsvx,2,,2,1,1,1,1,2025-09-28T04:47:04.035Z
head_turned,8936022c-215f-4a3e-8e93-a7431c05a71e,atyeGcAj8n,4,,5,1,1,1,1,2025-04-06T03:42:36.551Z
no_seatbelt,fe15d287-23fe-4238-af51-04c38dd71433,qQgo7H24B7,7,,5,1,1,1,1,2025-02-17T01:14:00.070Z
normal_driving,b48487cb-d5e1-4b1d-87ac-73c0f3740227,BrQZUEOH5A,3,,5,1,1,1,1,2025-08-13T04:43:48.758Z
eyes_closed,715d5e2b-1f18-42d8-8c09-a72a743c36b4,d3BwdCG34v,3,,5,1,1,1,1,2025-11-13T17:09:36.394Z
drowsy_eyes,d19c911e-e335-4615-8d1c-0d95f7ef8240,9WCgjA8NfC,1,,5,1,1,1,1,2025-03-05T08:52:19.656Z
yawning,8d731856-e287-4bf9-8f95-f186278fac0a,RaPD2mzA2s,5,,2,1,1,1,1,2025-04-28T12:08:37.481Z
phone_use,09cd2d5c-4b19-4f12-83f5-023a7f7350dc,ZbzRUVaKnd,5,,3,1,1,1,1,2025-07-24T21:47:08.239Z
phone_scroll,4b7ceb5f-89d4-4691-b921-e4f2fbe95300,g4OaCm4Zgo,5,,1,1,1,1,1,2025-09-16T05:59:34.800Z
drinking,e350eb0e-8f9c-4231-b0e6-3248464e2bc8,IZgC7ZI4pQ,6,,1,1,1,1,1,2025-06-26T13:18:01.479Z
head_turned,3c9955e6-edc6-4128-b58d-9774341e996d,dqchcxjr6V,1,,1,1,1,1,1,2025-04-07T03:18:34.386Z
